,Gene.stable.ID,HGNC.symbol
1193,ENSG00000235438,ESRRAP2
1194,ENSG00000156575,PRG3
1195,ENSG00000187260,WDR86
1196,ENSG00000246115,SUPT4H1P2
1197,ENSG00000231368,RPSAP40
1198,ENSG00000166527,CLEC4D
1201,ENSG00000142784,WDTC1
1202,ENSG00000165887,ANKRD2
1203,ENSG00000267696,ERVK-28
1205,ENSG00000186377,CYP4X1
1207,ENSG00000240361,OR4G11P
1208,ENSG00000164022,AIMP1
1210,ENSG00000281970,TRBV6-1
1211,ENSG00000225827,SFTPA3P
1213,ENSG00000186092,OR4F5
1214,ENSG00000134697,GNL2
1215,ENSG00000236666,POTEH-AS1
1216,ENSG00000122852,SFTPA1
1217,ENSG00000262209,PCDHGB3
1218,ENSG00000138162,TACC2
1220,ENSG00000282225,TRBV7-1
1221,ENSG00000281270,LINC02536
1222,ENSG00000081853,PCDHGA2
1226,ENSG00000254585,MAGEL2
1230,ENSG00000228411,CDY4P
1231,ENSG00000114374,USP9Y
1234,ENSG00000146197,SCUBE3
1235,ENSG00000254560,BBOX1-AS1
1236,ENSG00000230873,STMND1
1237,ENSG00000100170,SLC5A1
1239,ENSG00000115392,FANCL
1242,ENSG00000230750,SDAD1P2
1243,ENSG00000276547,PCDHGB5
1245,ENSG00000229280,EEF1DP6
1249,ENSG00000232390,NDUFA5P1
1250,ENSG00000223383,H2ACP1
1251,ENSG00000173372,C1QA
1254,ENSG00000166523,CLEC4E
1256,ENSG00000233750,CICP27
1257,ENSG00000225991,RPL23AP34
1258,ENSG00000248449,PCDHGB8P
1264,ENSG00000243147,MRPL33
1265,ENSG00000276545,PCDHGB9P
1267,ENSG00000254245,PCDHGA3
1268,ENSG00000248660,SRIP1
1269,ENSG00000231759,CYP21A1P
1274,ENSG00000248931,MTCYBP40
1275,ENSG00000233325,MIPEPP3
1276,ENSG00000112183,RBM24
1277,ENSG00000250331,LINC01340
1278,ENSG00000250340,LINC02494
1279,ENSG00000235519,LINC01815
1281,ENSG00000162365,CYP4A22
1282,ENSG00000215571,GRK6P1
1284,ENSG00000233471,KRT18P62
1285,ENSG00000259129,LINC00648
1287,ENSG00000253767,PCDHGA8
1288,ENSG00000224429,LINC00539
1290,ENSG00000248352,TNXA
1292,ENSG00000158636,EMSY
1293,ENSG00000163879,DNALI1
1297,ENSG00000263829,SINHCAFP1
1300,ENSG00000141384,TAF4B
1301,ENSG00000251266,LINC02429
1302,ENSG00000274405,SPAG11B
1304,ENSG00000158019,BABAM2
1305,ENSG00000226264,HLA-DMB
1306,ENSG00000249382,LINC02619
1307,ENSG00000242419,PCDHGC4
1308,ENSG00000125409,TEKT3
1311,ENSG00000222036,POTEM
1312,ENSG00000234124,CSN1S2AP
1313,ENSG00000141985,SH3GL1
1314,ENSG00000099958,DERL3
1315,ENSG00000169032,MAP2K1
1316,ENSG00000282285,TRBV4-2
1317,ENSG00000182636,NDN
1318,ENSG00000166166,TRMT61A
1321,ENSG00000182111,ZNF716
1322,ENSG00000275060,PPP1R26P3
1324,ENSG00000005801,ZNF195
1326,ENSG00000180440,SERTM1
1329,ENSG00000233601,NCOR1P3
1330,ENSG00000187533,PRR27
1331,ENSG00000282719,TRBV6-2
1335,ENSG00000106025,TSPAN12
1336,ENSG00000229627,BSNDP4
1337,ENSG00000135372,NAT10
1338,ENSG00000277870,FAM230A
1343,ENSG00000237243,CREB3L2-AS1
1344,ENSG00000250651,PABPC1P7
1346,ENSG00000236290,EEF1GP7
1350,ENSG00000228329,LINC01890
1352,ENSG00000241394,HLA-DMA
1354,ENSG00000182158,CREB3L2
1355,ENSG00000261209,SULT1C2P2
1357,ENSG00000174446,SNAPC5
1358,ENSG00000116157,GPX7
1363,ENSG00000186160,CYP4Z1
1369,ENSG00000260232,PWRN4
1372,ENSG00000181965,NEUROG1
1373,ENSG00000163219,ARHGAP25
1375,ENSG00000225255,PSLNR
1377,ENSG00000214376,VSTM5
1378,ENSG00000281758,KCNIP4
1379,ENSG00000235992,GRAMD4P2
1380,ENSG00000232045,EHMT2
1381,ENSG00000162520,SYNC
1382,ENSG00000224805,LINC00853
1383,ENSG00000233613,DCUN1D2-AS
1384,ENSG00000233774,MED14P1
1385,ENSG00000225514,MTND1P34
1386,ENSG00000226863,SHROOM2P1
1388,ENSG00000150401,DCUN1D2
1390,ENSG00000282406,TRMT112P4
1392,ENSG00000225506,CYP4A22-AS1
1394,ENSG00000066455,GOLGA5
1395,ENSG00000186652,PRG2
1397,ENSG00000275122,THEMIS
1404,ENSG00000276559,BAAT
1405,ENSG00000256752,HPRT1P3
1407,ENSG00000174945,AMZ1
1408,ENSG00000229560,LYARP1
1409,ENSG00000261102,ATP5MFP6
1410,ENSG00000243404,RPL35AP32
1415,ENSG00000101751,POLI
1416,ENSG00000263101,KRTAP3-3
1417,ENSG00000259389,H3P38
1418,ENSG00000145348,TBCK
1420,ENSG00000219188,CACYBPP3
1421,ENSG00000128829,EIF2AK4
1422,ENSG00000281841,MRPS17P5
1423,ENSG00000162521,RBBP4
1426,ENSG00000154485,MMP21
1427,ENSG00000282506,TRBV7-2
1428,ENSG00000263296,KRTAP3-2
1430,ENSG00000248202,LINC02234
1431,ENSG00000274252,GGTLC3
1432,ENSG00000262616,KRTAP3-4P
1433,ENSG00000274369,GRAMD4P4
1434,ENSG00000165269,AQP7
1435,ENSG00000119913,TECTB
1436,ENSG00000204498,NFKBIL1
1438,ENSG00000227271,RPL39P25
1441,ENSG00000281952,TRBV8-1
1442,ENSG00000174332,GLIS1
1444,ENSG00000282236,TRBV5-2
1445,ENSG00000262068,KRTAP3-1
1446,ENSG00000227660,UST-AS1
1449,ENSG00000111962,UST
1450,ENSG00000282240,TRBV6-4
1451,ENSG00000261862,KRTAP1-5
1452,ENSG00000271672,DUXAP8
1453,ENSG00000204310,AGPAT1
1455,ENSG00000232775,BMS1P22
1457,ENSG00000165655,ZNF503
1458,ENSG00000282203,TRBV7-3
1459,ENSG00000134240,HMGCS2
1461,ENSG00000134802,SLC43A3
1462,ENSG00000206195,DUXAP8
1464,ENSG00000226522,HDAC9-AS1
1466,ENSG00000180846,CSNK1G2-AS1
1469,ENSG00000232492,NPM1P13
1471,ENSG00000236991,EDRF1-AS1
1473,ENSG00000108578,BLMH
1475,ENSG00000133275,CSNK1G2
1477,ENSG00000146535,GNA12
1478,ENSG00000166173,LARP6
1481,ENSG00000279457,WASH9P
1482,ENSG00000226051,ZNF503-AS1
1483,ENSG00000048052,HDAC9
1485,ENSG00000282345,FYTTD1P1
1486,ENSG00000188403,IGHV1OR15-9
1487,ENSG00000282529,TRBV8-2
1488,ENSG00000253826,WBP1LP10
1489,ENSG00000280741,LINC00685
1490,ENSG00000258706,SLC20A1P3
1491,ENSG00000278558,TMEM191B
1493,ENSG00000109854,HTATIP2
1494,ENSG00000251045,SLC25A48-AS1
1495,ENSG00000197461,PDGFA
1496,ENSG00000278416,PMS2P2
1499,ENSG00000205583,STAG3L1
1500,ENSG00000226700,MTND4P25
1501,ENSG00000007520,TSR3
1503,ENSG00000225045,MTND5P27
1504,ENSG00000221974,GTF2H4
1505,ENSG00000138772,ANXA3
1506,ENSG00000205936,PPP1R12BP2
1507,ENSG00000145832,SLC25A48
1508,ENSG00000104957,CCDC130
1510,ENSG00000129028,THAP10
1513,ENSG00000282148,TRBV5-3
1514,ENSG00000272391,POM121C
1515,ENSG00000070031,SCT
1518,ENSG00000227284,MARK2P10
1520,ENSG00000282204,TRBV9
1521,ENSG00000213657,RPL31P44
1522,ENSG00000224023,EDRF1-DT
1523,ENSG00000236849,LINC01474
1524,ENSG00000227972,THAP12P3
1525,ENSG00000124299,PEPD
1529,ENSG00000259337,IGHV1OR15-2
1531,ENSG00000213760,ATP6V1G2
1532,ENSG00000224777,OR4F2P
1533,ENSG00000153395,LPCAT1
1534,ENSG00000007516,BAIAP3
1536,ENSG00000270921,CICP23
1538,ENSG00000231764,DLX6-AS1
1540,ENSG00000236797,SPA17P1
1541,ENSG00000259490,IGHV3OR15-7
1542,ENSG00000137960,GIPC2
1543,ENSG00000237149,ZNF503-AS2
1546,ENSG00000225210,DUXAP9
1548,ENSG00000218226,TATDN2P2
1549,ENSG00000233313,HMGA1P5
1550,ENSG00000146433,TMEM181
1551,ENSG00000128482,RNF112
1552,ENSG00000204511,MCCD1
1553,ENSG00000237223,SULT1C2P1
1555,ENSG00000162616,DNAJB4
1556,ENSG00000145824,CXCL14
1557,ENSG00000006377,DLX6
1558,ENSG00000277006,DEFB104B
1560,ENSG00000271070,GMCL1P2
1561,ENSG00000226676,LINC02679
1562,ENSG00000277710,NBEAP5
1563,ENSG00000275794,DEFB106B
1564,ENSG00000198563,DDX39B
1567,ENSG00000248901,LINC01846
1569,ENSG00000172590,MRPL52
1570,ENSG00000270961,IGHD5OR15-5A
1572,ENSG00000274729,DEFB105B
1575,ENSG00000263242,KRTAP1-4
1577,ENSG00000007264,MATK
1578,ENSG00000271317,IGHD4OR15-4A
1580,ENSG00000282520,IGHD3OR15-3A
1581,ENSG00000036530,CYP46A1
1582,ENSG00000262347,KRTAP1-3
1585,ENSG00000237330,RNF223
1587,ENSG00000262808,KRTAP1-1
1590,ENSG00000277530,DEFB107B
1591,ENSG00000178809,TRIM73
1592,ENSG00000261852,KRTAP2-1
1593,ENSG00000237576,LINC01888
1594,ENSG00000275525,LILRA1
1595,ENSG00000204338,CYP21A1P
1598,ENSG00000197446,CYP2F1
1599,ENSG00000274540,PRR23D1
1600,ENSG00000171174,RBKS
1603,ENSG00000131828,PDHA1
1606,ENSG00000263862,LINC01543
1607,ENSG00000226923,MCCD1
1608,ENSG00000089177,KIF16B
1609,ENSG00000164483,SAMD3
1610,ENSG00000104221,BRF2
1611,ENSG00000232256,DDX39B-AS1
1612,ENSG00000188199,NUTM2B
1613,ENSG00000145545,SRD5A1
1614,ENSG00000262862,KRTAP2-3
1615,ENSG00000127419,TMEM175
1618,ENSG00000223705,NSUN5P1
1619,ENSG00000284733,OR4F29
1622,ENSG00000253257,MTND4P7
1624,ENSG00000263091,KRTAP2-4
1625,ENSG00000236679,RPL23AP24
1627,ENSG00000164743,C8orf48
1629,ENSG00000177947,ODF3
1637,ENSG00000157107,FCHO2
1641,ENSG00000146425,DYNLT1
1643,ENSG00000164741,DLC1
1645,ENSG00000167671,UBXN6
1646,ENSG00000101474,APMAP
1647,ENSG00000235054,LINC01777
1649,ENSG00000119396,RAB14
1656,ENSG00000278616,BEND3P3
1657,ENSG00000225484,NUTM2B-AS1
1658,ENSG00000145934,TENM2
1660,ENSG00000268529,CYP2T3P
1661,ENSG00000280471,FAM90A6P
1663,ENSG00000281150,FAM90A21P
1664,ENSG00000262376,KRTAP2-5P
1669,ENSG00000196072,BLOC1S2
1673,ENSG00000177951,BET1L
1674,ENSG00000262520,KRTAP4-16
1675,ENSG00000104613,INTS10
1676,ENSG00000126698,DNAJC8
1679,ENSG00000262121,KRTAP4-9
1680,ENSG00000248677,LINC02102
1683,ENSG00000227070,EPS15-AS1
1687,ENSG00000125863,MKKS
1690,ENSG00000263229,KRTAP4-11
1691,ENSG00000197863,ZNF790
1692,ENSG00000269732,WBP1LP7
1695,ENSG00000233653,CICP7
1698,ENSG00000085832,EPS15
1699,ENSG00000263236,KRTAP4-12
1701,ENSG00000146094,DOK3
1702,ENSG00000262218,KRTAP29-1
1703,ENSG00000224358,TMCO1-AS1
1704,ENSG00000249480,STK19B
1705,ENSG00000087274,ADD1
1706,ENSG00000166634,SERPINB12
1707,ENSG00000086991,NOX4
1708,ENSG00000282618,TRBV10-1
1709,ENSG00000221988,PPT2
1711,ENSG00000260239,LINC02533
1713,ENSG00000069696,DRD4
1716,ENSG00000133997,MED6
1717,ENSG00000274320,GOLGA6L9
1722,ENSG00000105926,MPP6
1723,ENSG00000282711,TRBV11-1
1724,ENSG00000282760,TRBV12-1
1726,ENSG00000282007,TRBV10-2
1727,ENSG00000259224,SLC35G6
1728,ENSG00000282436,TRBV11-2
1729,ENSG00000186951,PPARA
1730,ENSG00000234078,DDR1
1731,ENSG00000188076,SCGB1C1
1732,ENSG00000282326,TRBV12-2
1735,ENSG00000219249,AMZ2P2
1736,ENSG00000174282,ZBTB4
1737,ENSG00000282084,UBE2Q2P2
1739,ENSG00000267254,ZNF790-AS1
1740,ENSG00000277110,TRBV6-5
1743,ENSG00000282756,TRBV7-4
1745,ENSG00000164674,SYTL3
1749,ENSG00000234498,RPL13AP20
1750,ENSG00000230724,LINC01001
1754,ENSG00000233782,ZNF90P3
1758,ENSG00000282599,IGHD2OR15-2A
1759,ENSG00000225454,SFTA2
1760,ENSG00000241547,ACTG1P20
1761,ENSG00000243297,RPL31P61
1762,ENSG00000271336,IGHD1OR15-1A
1763,ENSG00000186501,TMEM222
1766,ENSG00000167670,CHAF1A
1767,ENSG00000185869,ZNF829
1768,ENSG00000107593,PKD2L1
1769,ENSG00000234312,SAPCD2P4
1770,ENSG00000224476,RPL36P16
1771,ENSG00000277988,FAM30B
1774,ENSG00000125900,SIRPD
1775,ENSG00000143179,UCK2
1776,ENSG00000258397,BCAR1P1
1777,ENSG00000273528,LILRP2
1779,ENSG00000233456,LINC01077
1780,ENSG00000196923,PDLIM7
1781,ENSG00000139687,RB1
1783,ENSG00000162344,FGF19
1784,ENSG00000167380,ZNF226
1787,ENSG00000256053,COA8
1790,ENSG00000130770,ATP5IF1
1791,ENSG00000149636,DSN1
1793,ENSG00000012779,ALOX5
1794,ENSG00000251247,ZNF345
1795,ENSG00000119328,ABITRAM
1798,ENSG00000273670,LILRP1
1800,ENSG00000186526,CYP4F8
1801,ENSG00000258780,BMS1P15
1803,ENSG00000231131,LNCAROD
1804,ENSG00000223875,NBEAP3
1806,ENSG00000101307,SIRPB1
1807,ENSG00000271096,SUMO2P14
1809,ENSG00000257084,MIR200CHG
1810,ENSG00000279516,FAM230C
1814,ENSG00000119326,CTNNAL1
1816,ENSG00000239282,CASTOR1
1818,ENSG00000165821,SALL2
1819,ENSG00000235306,GAPDHP34
1820,ENSG00000205643,CDPF1
1821,ENSG00000223543,TCEAL4P1
1822,ENSG00000215486,ARL2BPP3
1823,ENSG00000263103,KRTAP9-10P
1824,ENSG00000084070,SMAP2
1825,ENSG00000258742,LINC02833
1826,ENSG00000271337,NDE1P2
1828,ENSG00000278656,KIR3DL2
1829,ENSG00000068912,ERLEC1
1830,ENSG00000198945,L3MBTL3
1831,ENSG00000132646,PCNA
1832,ENSG00000134193,REG4
1833,ENSG00000105656,ELL
1835,ENSG00000258951,KRT18P7
1839,ENSG00000215021,PHB2
1840,ENSG00000250221,KRT8P32
1841,ENSG00000250830,MRPS35P2
1843,ENSG00000186529,CYP4F3
1844,ENSG00000111913,RIPOR2
1845,ENSG00000234006,DDX39B-AS1
1846,ENSG00000254870,ATP6V1G2-DDX39B
1850,ENSG00000078142,PIK3C3
1851,ENSG00000126214,KLC1
1852,ENSG00000280960,OR7E157P
1853,ENSG00000099821,POLRMT
1856,ENSG00000214212,C19orf38
1858,ENSG00000226618,PRRC2A
1860,ENSG00000186470,BTN3A2
1861,ENSG00000217385,PSMC1P11
1862,ENSG00000124493,GRM4
1863,ENSG00000099992,TBC1D10A
1864,ENSG00000198286,CARD11
1869,ENSG00000187730,GABRD
1870,ENSG00000206493,HLA-E
1871,ENSG00000262512,KRTAP9-4
1875,ENSG00000262749,KRTAP9-3
1876,ENSG00000263090,KRTAP9-2
1877,ENSG00000262542,KRTAP29-1
1878,ENSG00000215704,CELA2B
1879,ENSG00000258388,PPT2-EGFL8
1880,ENSG00000109205,ODAM
1881,ENSG00000165406,MARCHF8
1882,ENSG00000136682,CBWD2
1883,ENSG00000103740,ACSBG1
1886,ENSG00000136161,RCBTB2
1887,ENSG00000224695,MTND6P7
1888,ENSG00000165471,MBL2
1889,ENSG00000225189,REREP1Y
1891,ENSG00000227593,PHBP16
1893,ENSG00000181333,HEPHL1
1894,ENSG00000227121,LINC02672
1897,ENSG00000280208,GGT4P
1899,ENSG00000231399,SNRPEP8
1903,ENSG00000225293,ABCD1P4
1905,ENSG00000279730,KMT5AP1
1907,ENSG00000155275,TRMT44
1909,ENSG00000237286,CARD11-AS1
1910,ENSG00000142615,CELA2A
1911,ENSG00000196143,OR11H13P
1914,ENSG00000229658,PABPC1P9
1915,ENSG00000227789,MTCYBP7
1916,ENSG00000115239,ASB3
1921,ENSG00000227367,SLC9B1P4
1924,ENSG00000279111,OR10X1
1925,ENSG00000066697,MSANTD3
1930,ENSG00000225404,RPL26P34
1931,ENSG00000075673,ATP12A
1932,ENSG00000179913,B3GNT3
1933,ENSG00000241404,EGFL8
1934,ENSG00000130766,SESN2
1935,ENSG00000154529,CNTNAP3B
1936,ENSG00000133111,RFXAP
1937,ENSG00000132906,CASP9
1938,ENSG00000170989,S1PR1
1943,ENSG00000226586,HLA-J
1944,ENSG00000087008,ACOX3
1945,ENSG00000124103,FAM209A
1946,ENSG00000134504,KCTD1
1947,ENSG00000258227,CLEC5A
1948,ENSG00000130943,PKDREJ
1952,ENSG00000072832,CRMP1
1953,ENSG00000275887,KIR3DP1
1954,ENSG00000241697,TMEFF1
1956,ENSG00000120693,SMAD9
1958,ENSG00000136425,CIB2
1959,ENSG00000244234,GMCL2
1960,ENSG00000277076,KIR2DL4
1962,ENSG00000198075,SULT1C4
1963,ENSG00000022277,RTF2
1965,ENSG00000248290,TNXA
1967,ENSG00000013588,GPRC5A
1969,ENSG00000183733,FIGLA
1970,ENSG00000235600,MICD
1972,ENSG00000228765,ETF1P1
1973,ENSG00000232251,MUCL3
1975,ENSG00000236113,MCCD1P2
1976,ENSG00000228034,HMGN2P21
1977,ENSG00000251349,MSANTD3-TMEFF1
1978,ENSG00000173810,PPIAP7
1979,ENSG00000249990,MTCO2P24
1981,ENSG00000236808,ZNRD1
1982,ENSG00000235747,HCG21
1983,ENSG00000249448,MTCO1P24
1985,ENSG00000139679,LPAR6
1987,ENSG00000231523,SEPTIN14P1
1988,ENSG00000251102,CTBP2P4
1989,ENSG00000249835,VCAN-AS1
1990,ENSG00000163629,PTPN13
1991,ENSG00000120280,CXorf21
1992,ENSG00000251553,DDX18P4
1993,ENSG00000197641,SERPINB13
1994,ENSG00000163159,VPS72
1995,ENSG00000038427,VCAN
1996,ENSG00000237941,KCNQ1DN
1999,ENSG00000171160,MORN4
2001,ENSG00000236711,SMAD9-IT1
2002,ENSG00000107020,PLGRKT
2003,ENSG00000165632,TAF3
2005,ENSG00000272603,NOP56P1
2006,ENSG00000204314,PRRT1
2007,ENSG00000183496,MEX3B
2009,ENSG00000272857,LINC01623
2011,ENSG00000256737,RBBP4P5
2014,ENSG00000272613,RPL13P
2015,ENSG00000237405,AGER
2016,ENSG00000259112,NDUFC2-KCTD14
2017,ENSG00000177197,PCNPP5
2018,ENSG00000259518,LINC01583
2019,ENSG00000169208,OR10G3
2021,ENSG00000238086,PPP1R26P1
2022,ENSG00000237135,DDX10P1
2023,ENSG00000233610,LINC00462
2024,ENSG00000265369,PCAT18
2025,ENSG00000244292,OR9N1P
2028,ENSG00000183621,ZNF438
2029,ENSG00000165916,PSMC3
2031,ENSG00000138642,HERC6
2032,ENSG00000171885,AQP4
2033,ENSG00000273586,OR10G1P
2034,ENSG00000214190,RNF152P1
2035,ENSG00000130600,H19
2036,ENSG00000258083,OR9A4
2038,ENSG00000159189,C1QC
2040,ENSG00000256385,UBE2NP1
2041,ENSG00000250535,STK19B
2042,ENSG00000178556,CKS1BP6
2043,ENSG00000255569,TRAV1-1
2044,ENSG00000143376,SNX27
2045,ENSG00000113407,TARS1
2046,ENSG00000112941,TENT4A
2047,ENSG00000241935,HOGA1
2048,ENSG00000255582,OR10G2
2049,ENSG00000151364,KCTD14
2050,ENSG00000257335,MGAM
2051,ENSG00000226075,PHKG1P1
2052,ENSG00000166411,IDH3A
2054,ENSG00000256553,TRAV1-2
2056,ENSG00000100842,EFS
2057,ENSG00000240651,SEPTIN7P4
2058,ENSG00000255664,ARL6IP1P1
2060,ENSG00000274958,ITPK1
2061,ENSG00000237962,MUC21
2063,ENSG00000151365,THRSP
2065,ENSG00000232368,FTLP2
2066,ENSG00000151366,NDUFC2
2068,ENSG00000119688,ABCD4
2070,ENSG00000111291,GPRC5D
2074,ENSG00000120727,PAIP2
2075,ENSG00000143942,CHAC2
2076,ENSG00000196312,MFSD14C
2078,ENSG00000173369,C1QB
2079,ENSG00000155252,PI4K2A
2082,ENSG00000247498,GPRC5D-AS1
2083,ENSG00000119737,GPR75
2084,ENSG00000230282,RPL7P61
2085,ENSG00000150403,TMCO3
2086,ENSG00000197448,GSTK1
2087,ENSG00000166341,DCHS1
2088,ENSG00000102445,RUBCNL
2089,ENSG00000245954,LINC02273
2090,ENSG00000236746,HLA-W
2091,ENSG00000231671,LINC01307
2093,ENSG00000232691,ZNRD1ASP
2094,ENSG00000242417,RPL18P1
2096,ENSG00000163554,SPTA1
2097,ENSG00000037757,MRI1
2098,ENSG00000013583,HEBP1
2100,ENSG00000203942,C10orf62
2102,ENSG00000099194,SCD
2110,ENSG00000248099,INSL3
2113,ENSG00000236745,YRDCP2
2114,ENSG00000237207,RBM17P3
2116,ENSG00000188152,NUTM2G
2118,ENSG00000214975,PPIAP29
2120,ENSG00000124091,GCNT7
2121,ENSG00000227634,LINC01714
2122,ENSG00000147454,SLC25A37
2123,ENSG00000170482,SLC23A1
2127,ENSG00000217083,MTCO2P33
2128,ENSG00000168129,DHFRP3
2129,ENSG00000072840,EVC
2130,ENSG00000263846,CIAPIN1P
2131,ENSG00000274146,KIR3DL1
2132,ENSG00000273772,SMN2
2135,ENSG00000260286,ARMH2
2137,ENSG00000152672,CLEC4F
2138,ENSG00000215540,RBMY2CP
2139,ENSG00000154080,CHST9
2140,ENSG00000220517,ASS1P1
2141,ENSG00000186480,INSIG1
2142,ENSG00000187446,CHP1
2144,ENSG00000179813,FAM216B
2145,ENSG00000232548,LINC01809
2147,ENSG00000172671,ZFAND4
2150,ENSG00000227389,DDX39BP2
2152,ENSG00000234599,HCG9
2153,ENSG00000224627,RPL37P10
2157,ENSG00000225466,OFD1P10Y
2158,ENSG00000157111,TMEM171
2159,ENSG00000260372,AQP4-AS1
2160,ENSG00000065150,IPO5
2161,ENSG00000236614,ZNF90P2
2162,ENSG00000228902,ST6GALNAC2P1
2164,ENSG00000269907,PTMAP11
2165,ENSG00000224169,HSFY6P
2166,ENSG00000234411,HCG14
2167,ENSG00000101160,CTSZ
2168,ENSG00000182814,FUNDC2P2
2169,ENSG00000226715,LINC01709
2170,ENSG00000168758,SEMA4C
2171,ENSG00000223407,USP9YP18
2172,ENSG00000182263,FIGN
2173,ENSG00000253488,SINHCAFP3
2174,ENSG00000225543,C6orf15
2175,ENSG00000183298,RPSAP19
2176,ENSG00000110218,PANX1
2177,ENSG00000236561,MOG
2178,ENSG00000185037,ZNF733P
2179,ENSG00000167034,NKX3-1
2180,ENSG00000237036,ZEB1-AS1
2181,ENSG00000277603,TPO
2182,ENSG00000116031,CD207
2186,ENSG00000230397,SPTLC1P1
2187,ENSG00000105880,DLX5
2189,ENSG00000272381,LINC02664
2193,ENSG00000165272,AQP3
2194,ENSG00000226873,CDY14P
2195,ENSG00000148516,ZEB1
2196,ENSG00000227915,ELOCP16
2199,ENSG00000111652,COPS7A
2200,ENSG00000227298,ARAFP3
2201,ENSG00000257138,TAS2R38
2203,ENSG00000206073,SERPINB4
2205,ENSG00000169763,PRYP3
2207,ENSG00000182183,SHISAL2A
2208,ENSG00000162366,PDZK1IP1
2209,ENSG00000164325,TMEM174
2210,ENSG00000236934,LINC02569
2212,ENSG00000276228,UBE2Q2P6
2213,ENSG00000106868,SUSD1
2214,ENSG00000109133,TMEM33
2216,ENSG00000215864,NBPF7
2217,ENSG00000162377,COA7
2218,ENSG00000167600,CYP2S1
2219,ENSG00000180815,MAP3K15
2220,ENSG00000233439,PSORS1C1
2221,ENSG00000109881,CCDC34
2222,ENSG00000263115,KRTAP9-10P
2224,ENSG00000129757,CDKN1C
2225,ENSG00000085415,SEH1L
2227,ENSG00000237751,LINC01143
2228,ENSG00000233664,NDUFS5P3
2230,ENSG00000078549,ADCYAP1R1
2231,ENSG00000215127,SYT14P1
2234,ENSG00000006468,ETV1
2235,ENSG00000165092,ALDH1A1
2237,ENSG00000198092,TMPRSS11F
2239,ENSG00000183476,SH2D7
2240,ENSG00000100084,HIRA
2241,ENSG00000235823,OLMALINC
2242,ENSG00000105397,TYK2
2243,ENSG00000169218,RSPO1
2244,ENSG00000232127,PSORS1C2
2246,ENSG00000276761,CWC25
2247,ENSG00000276209,KIR2DS4
2249,ENSG00000178826,TMEM139
2250,ENSG00000103269,RHBDL1
2253,ENSG00000237123,CDSN
2254,ENSG00000142453,CARM1
2256,ENSG00000183655,KLHL25
2259,ENSG00000153802,TMPRSS11D
2260,ENSG00000241353,PPP1R2P4
2261,ENSG00000258499,LINC02287
2262,ENSG00000197122,SRC
2263,ENSG00000221977,OR4E2
2267,ENSG00000231548,OR55B1P
2268,ENSG00000235969,CHEK2P4
2270,ENSG00000259156,CHEK2P2
2271,ENSG00000172197,MBOAT1
2272,ENSG00000186487,MYT1L
2276,ENSG00000280802,ITPK1-AS1
2277,ENSG00000254480,LINC02749
2278,ENSG00000170522,ELOVL6
2279,ENSG00000275003,DDT
2280,ENSG00000226229,RPLP0P1
2281,ENSG00000130772,MED18
2282,ENSG00000276240,OR4E1
2286,ENSG00000217680,UBE2V1P15
2287,ENSG00000162378,ZYG11B
2288,ENSG00000181617,FDCSP
2293,ENSG00000284018,SSU72P5
2295,ENSG00000112812,PRSS16
2296,ENSG00000211776,TRAV2
2299,ENSG00000235588,AIF1
2300,ENSG00000229641,CYP2C56P
2301,ENSG00000118407,FILIP1
2302,ENSG00000187054,TMPRSS11A
2304,ENSG00000070388,FGF22
2307,ENSG00000185238,PRMT3
2309,ENSG00000136715,SAP130
2310,ENSG00000261992,GATAD2B
2311,ENSG00000277897,GSTT2
2312,ENSG00000125870,SNRPB2
2314,ENSG00000135052,GOLM1
2315,ENSG00000110628,SLC22A18
2318,ENSG00000228294,BMS1P17
2319,ENSG00000228929,RPS13P2
2320,ENSG00000226847,PRPS1P1
2322,ENSG00000164221,CCDC112
2328,ENSG00000175445,LPL
2330,ENSG00000108094,CUL2
2333,ENSG00000228024,CYP1D1P
2334,ENSG00000148429,USP6NL
2335,ENSG00000075234,TTC38
2336,ENSG00000275758,DDTL
2337,ENSG00000232398,TMPRSS11CP
2339,ENSG00000203489,HMGB1P39
2340,ENSG00000170681,CAVIN4
2341,ENSG00000230869,AGAP10P
2342,ENSG00000227725,GCOM2
2344,ENSG00000271216,LINC01050
2345,ENSG00000074370,ATP2A3
2347,ENSG00000262221,KRTAP9-7
2348,ENSG00000250656,ST3GAL1P1
2350,ENSG00000237999,ACTG1P19
2353,ENSG00000203995,ZYG11A
2354,ENSG00000248049,UBA6-AS1
2356,ENSG00000229546,LINC00428
2358,ENSG00000227205,PFN1P9
2361,ENSG00000229541,GAPDHP26
2364,ENSG00000130733,YIPF2
2365,ENSG00000232596,LINC01646
2366,ENSG00000239435,KCNMB3P1
2367,ENSG00000262594,KRTAP9-9
2369,ENSG00000262946,KRTAP9-11P
2372,ENSG00000263263,KRTAP9-6
2374,ENSG00000226446,NOTCH2P1
2375,ENSG00000148123,PLPPR1
2376,ENSG00000211777,TRAV3
2378,ENSG00000284306,SSU72P2
2380,ENSG00000198445,CCT8L2
2381,ENSG00000134249,ADAM30
2382,ENSG00000070010,UFD1
2384,ENSG00000236175,SSU72P6
2385,ENSG00000240122,FABP5P11
2386,ENSG00000262896,KRTAP9-4
2387,ENSG00000100604,CHGA
2388,ENSG00000211778,TRAV4
2390,ENSG00000262573,KRTAP9-2
