,Gene.stable.ID,HGNC.symbol
32263,ENSG00000227855,DPY19L2P3
32264,ENSG00000159713,TPPP3
32268,ENSG00000281725,ELMO2P1
32269,ENSG00000122786,CALD1
32271,ENSG00000204044,SLC12A5-AS1
32272,ENSG00000088053,GP6
32273,ENSG00000160213,CSTB
32280,ENSG00000158683,PKD1L1
32281,ENSG00000226875,ZNF877P
32283,ENSG00000102098,SCML2
32284,ENSG00000225904,MORF4L1P7
32285,ENSG00000241328,LINC02070
32288,ENSG00000103653,CSK
32290,ENSG00000278247,GOLGA6L1
32291,ENSG00000233599,TRIM15
32292,ENSG00000235217,TSPY26P
32294,ENSG00000206538,VGLL3
32295,ENSG00000271412,PRR13P3
32296,ENSG00000236901,MIR600HG
32299,ENSG00000103381,CPPED1
32300,ENSG00000260762,ACSM5P1
32301,ENSG00000110274,CEP164
32302,ENSG00000227620,ALG1L8P
32304,ENSG00000120942,UBIAD1
32305,ENSG00000273505,TAS2R42
32306,ENSG00000160172,FAM86C2P
32307,ENSG00000006757,PNPLA4
32309,ENSG00000233460,RPL35AP31
32311,ENSG00000111727,HCFC2
32313,ENSG00000234030,TMEM97P1
32314,ENSG00000164961,WASHC5
32315,ENSG00000146839,ZAN
32318,ENSG00000039139,DNAH5
32319,ENSG00000087494,PTHLH
32321,ENSG00000275624,PRB3
32322,ENSG00000088930,XRN2
32323,ENSG00000251182,LINC02497
32324,ENSG00000187857,OR6C75
32325,ENSG00000238199,UBE2V2P3
32326,ENSG00000226603,LY6G6D
32327,ENSG00000235211,TMSB10P2
32329,ENSG00000126003,PLAGL2
32330,ENSG00000203408,OR6C71P
32331,ENSG00000176597,B3GNT5
32332,ENSG00000233606,OR6C66P
32333,ENSG00000177504,VCX2
32334,ENSG00000229252,HLA-E
32337,ENSG00000257414,OR6C73P
32339,ENSG00000110881,ASIC1
32340,ENSG00000274839,PRB4
32341,ENSG00000162782,TDRD5
32342,ENSG00000119888,EPCAM
32343,ENSG00000146666,LINC00525
32344,ENSG00000129990,SYT5
32345,ENSG00000169499,PLEKHA2
32346,ENSG00000164323,CFAP97
32347,ENSG00000184154,LRTOMT
32348,ENSG00000205328,OR6C65
32349,ENSG00000228728,PPIAP91
32350,ENSG00000136275,C7orf69
32351,ENSG00000275993,SIK1B
32352,ENSG00000224708,LY6G6E
32353,ENSG00000179899,PHC1P1
32354,ENSG00000102181,CD99L2
32355,ENSG00000185821,OR6C76
32356,ENSG00000282673,PRB1
32357,ENSG00000140262,TCF12
32358,ENSG00000240008,LY6G6F
32359,ENSG00000276058,STMN1P1
32360,ENSG00000109771,LRP2BP
32362,ENSG00000241790,ENO1P4
32365,ENSG00000163283,ALPP
32366,ENSG00000240024,LINC00888
32367,ENSG00000274000,LILRA2
32368,ENSG00000135999,EPC2
32370,ENSG00000105327,BBC3
32371,ENSG00000136002,ARHGEF4
32373,ENSG00000122547,EEPD1
32374,ENSG00000133247,KMT5C
32375,ENSG00000082126,MPP4
32376,ENSG00000159423,ALDH4A1
32377,ENSG00000224246,SFTA2
32378,ENSG00000242522,KLHL6-AS1
32380,ENSG00000172578,KLHL6
32381,ENSG00000121210,TMEM131L
32382,ENSG00000163686,ABHD6
32383,ENSG00000188725,SMIM15
32385,ENSG00000132357,CARD6
32387,ENSG00000102781,KATNAL1
32391,ENSG00000249279,LINC02057
32394,ENSG00000128692,EIF2S2P4
32395,ENSG00000120837,NFYB
32396,ENSG00000109762,SNX25
32397,ENSG00000248287,SCGB1D5P
32399,ENSG00000251279,SMIM15-AS1
32400,ENSG00000248327,NOL8P1
32401,ENSG00000156831,NSMCE2
32402,ENSG00000223454,HCG21
32403,ENSG00000232308,MUCL3
32404,ENSG00000114796,KLHL24
32405,ENSG00000105366,SIGLEC8
32406,ENSG00000205642,VCX3B
32409,ENSG00000249882,LINC02501
32410,ENSG00000166478,ZNF143
32411,ENSG00000262243,CES1
32412,ENSG00000105373,NOP53
32413,ENSG00000101440,ASIP
32414,ENSG00000139116,KIF21A
32415,ENSG00000005889,ZFX
32417,ENSG00000251129,LINC02506
32418,ENSG00000159714,ZDHHC1
32419,ENSG00000234137,MUC21
32420,ENSG00000263520,LINC02563
32422,ENSG00000262217,SLC5A8
32426,ENSG00000101444,AHCY
32428,ENSG00000176956,LY6H
32429,ENSG00000186318,BACE1
32430,ENSG00000215049,PRDX2P1
32431,ENSG00000100106,TRIOBP
32434,ENSG00000126583,PRKCG
32436,ENSG00000249500,LINC01179
32437,ENSG00000262139,ANO4
32438,ENSG00000230849,GOT2P2
32439,ENSG00000278508,GOLGA8DP
32440,ENSG00000198788,MUC2
32441,ENSG00000105321,CCDC9
32442,ENSG00000241293,PPATP1
32443,ENSG00000244280,ECEL1P2
32445,ENSG00000257193,LINC02385
32447,ENSG00000159210,SNF8
32448,ENSG00000163286,ALPG
32449,ENSG00000249715,FER1L5
32452,ENSG00000226914,PPP1R2P1
32454,ENSG00000229432,C6orf15
32455,ENSG00000261647,IMPDH1P11
32456,ENSG00000206297,TAP1
32457,ENSG00000183454,GRIN2A
32458,ENSG00000149357,LAMTOR1
32459,ENSG00000253167,WASHC5-AS1
32462,ENSG00000214185,XPOTP1
32465,ENSG00000277462,ZNF670
32467,ENSG00000109576,AADAT
32469,ENSG00000147596,PRDM14
32470,ENSG00000206344,HCG27
32471,ENSG00000234230,ZFX-AS1
32472,ENSG00000284479,SMIM39
32473,ENSG00000278848,TP53TG3F
32474,ENSG00000135747,ZNF670-ZNF695
32475,ENSG00000176387,HSD11B2
32476,ENSG00000151150,ANK3
32479,ENSG00000197472,ZNF695
32483,ENSG00000250878,METTL21EP
32486,ENSG00000233885,YEATS2-AS1
32487,ENSG00000162687,KCNT2
32489,ENSG00000170043,TRAPPC1
32490,ENSG00000163872,YEATS2
32491,ENSG00000142166,IFNAR1
32494,ENSG00000277791,PSMB3
32495,ENSG00000225756,DBH-AS1
32496,ENSG00000204121,ECEL1P1
32498,ENSG00000123454,DBH
32500,ENSG00000223788,DIS3L2P1
32501,ENSG00000269656,NOP53-AS1
32502,ENSG00000136240,KDELR2
32504,ENSG00000196230,TUBB
32507,ENSG00000232366,VDAC1P9
32508,ENSG00000163295,ALPI
32509,ENSG00000206298,PSMB8
32510,ENSG00000258846,EEF1A1P33
32511,ENSG00000102312,PORCN
32512,ENSG00000128309,MPST
32514,ENSG00000103355,PRSS33
32516,ENSG00000170037,CNTROB
32517,ENSG00000198367,OR7A11P
32518,ENSG00000164535,DAGLB
32519,ENSG00000083937,CHMP2B
32525,ENSG00000206150,RNASE13
32533,ENSG00000168646,AXIN2
32535,ENSG00000232881,RPS10P21
32536,ENSG00000232070,TMEM253
32537,ENSG00000117586,TNFSF4
32538,ENSG00000100078,PLA2G3
32540,ENSG00000232606,LINC01412
32541,ENSG00000223962,UBBP3
32543,ENSG00000130377,ACSBG2
32544,ENSG00000122376,SHLD2
32547,ENSG00000234729,AGER
32549,ENSG00000154767,XPC
32550,ENSG00000227952,RPL18AP17
32551,ENSG00000237194,SNAI1P1
32553,ENSG00000122783,CYREN
32555,ENSG00000130988,RGN
32556,ENSG00000109471,IL2
32559,ENSG00000213822,CEACAM18
32560,ENSG00000226501,USF1P1
32562,ENSG00000144406,UNC80
32563,ENSG00000243594,PSMB9
32564,ENSG00000253302,STAU2-AS1
32565,ENSG00000128311,TST
32567,ENSG00000148672,GLUD1
32568,ENSG00000215117,LINC00588
32569,ENSG00000179626,OR6C4
32570,ENSG00000254105,VENTXP6
32571,ENSG00000173431,RNASE8
32574,ENSG00000205327,OR6C68
32575,ENSG00000104343,UBE2W
32576,ENSG00000168280,KIF5C
32577,ENSG00000230060,MPIG6B
32578,ENSG00000179695,OR6C2
32582,ENSG00000273899,NOL12
32583,ENSG00000114923,SLC4A3
32584,ENSG00000144681,STAC
32587,ENSG00000155755,TMEM237
32590,ENSG00000179615,OR2AP1
32592,ENSG00000267790,LINC01987
32593,ENSG00000234670,OR6C64P
32594,ENSG00000184954,OR6C70
32595,ENSG00000204283,LINC01973
32597,ENSG00000272937,OR6U2P
32598,ENSG00000211455,STK38L
32600,ENSG00000175398,OR10P1
32601,ENSG00000230366,DSCR9
32602,ENSG00000154240,CEP112
32603,ENSG00000146856,AGBL3
32604,ENSG00000008130,NADK
32605,ENSG00000272837,OR10AE3P
32608,ENSG00000180834,MAP6D1
32611,ENSG00000114982,KANSL3
32612,ENSG00000234371,RPSAP31
32614,ENSG00000251329,LINC02353
32615,ENSG00000237515,SHISA9
32617,ENSG00000170860,LSM3
32619,ENSG00000159720,ATP6V0D1
32621,ENSG00000157538,VPS26C
32622,ENSG00000124942,AHNAK
32624,ENSG00000274935,LILRA1
32625,ENSG00000240845,RPL23AP1
32628,ENSG00000230017,HLA-F-AS1
32629,ENSG00000176923,OR7A15P
32631,ENSG00000233315,LINC02569
32632,ENSG00000231079,KIF5C-AS1
32633,ENSG00000143340,FAM163A
32635,ENSG00000175193,PARL
32639,ENSG00000125319,HROB
32640,ENSG00000111911,HINT3
32641,ENSG00000215148,PRSS41
32642,ENSG00000235220,HLA-F
32643,ENSG00000231966,LINC02818
32644,ENSG00000170876,TMEM43
32646,ENSG00000186081,KRT5
32647,ENSG00000215262,KCNU1
32648,ENSG00000170049,KCNAB3
32649,ENSG00000128731,HERC2
32650,ENSG00000140009,ESR2
32651,ENSG00000236183,LY6G6C
32654,ENSG00000011201,ANOS1
32655,ENSG00000160994,CCDC105
32657,ENSG00000167699,GLOD4
32659,ENSG00000237514,PTP4A1P7
32661,ENSG00000226617,RPL21P110
32663,ENSG00000116183,PAPPA2
32664,ENSG00000109790,KLHL5
32667,ENSG00000105143,SLC1A6
32675,ENSG00000224338,MTCYBP45
32676,ENSG00000087903,RFX2
32677,ENSG00000131473,ACLY
32678,ENSG00000165661,QSOX2
32679,ENSG00000040341,STAU2
32680,ENSG00000117592,PRDX6
32681,ENSG00000144036,EXOC6B
32682,ENSG00000278768,BACE1-AS
32684,ENSG00000219491,TPT1P8
32686,ENSG00000233295,FAM90A20P
32691,ENSG00000277494,GPIHBP1
32692,ENSG00000132275,RRP8
32693,ENSG00000253173,H2AZP2
32694,ENSG00000132704,FCRL2
32695,ENSG00000171551,ECEL1
32697,ENSG00000243601,RPL12P24
32700,ENSG00000254521,SIGLEC12
32701,ENSG00000248230,MICE
32702,ENSG00000268964,ERVV-2
32704,ENSG00000169946,ZFPM2
32707,ENSG00000078053,AMPH
32708,ENSG00000255154,HTD2
32710,ENSG00000233441,CYP2AB1P
32712,ENSG00000225190,PLEKHM1
32714,ENSG00000029993,HMGB3
32715,ENSG00000262235,TMF1P1
32718,ENSG00000267541,MTCO2P2
32719,ENSG00000166333,ILK
32722,ENSG00000105141,CASP14
32725,ENSG00000175387,SMAD2
32727,ENSG00000113100,CDH9
32728,ENSG00000269580,SIGLEC27P
32729,ENSG00000188846,RPL14
32731,ENSG00000123575,FAM199X
32737,ENSG00000163684,RPP14
32740,ENSG00000256338,RPL41P2
32742,ENSG00000236463,LINC00427
32744,ENSG00000259572,LINC01491
32745,ENSG00000251003,ZFPM2-AS1
32748,ENSG00000260689,HNRNPA3P11
32749,ENSG00000178980,SELENOW
32752,ENSG00000057468,MSH4
32753,ENSG00000135424,ITGA7
32754,ENSG00000188295,ZNF669
32758,ENSG00000125787,GNRH2
32760,ENSG00000038295,TLL1
32761,ENSG00000253318,TMCC1P1
32762,ENSG00000123576,ESX1
32768,ENSG00000223882,ABCC5-AS1
32769,ENSG00000027869,SH2D2A
32771,ENSG00000137871,ZNF280D
32772,ENSG00000171861,MRM3
32773,ENSG00000197467,COL13A1
32774,ENSG00000083520,DIS3
32777,ENSG00000167434,CA4
32778,ENSG00000278243,TSTA3
32779,ENSG00000114770,ABCC5
32780,ENSG00000250337,PURPL
32781,ENSG00000187492,CDHR4
32782,ENSG00000230508,RPL19P21
32783,ENSG00000197879,MYO1C
32786,ENSG00000224051,CPTP
32787,ENSG00000260220,CCDC187
32790,ENSG00000181638,ZFP41
32791,ENSG00000064835,POU1F1
32792,ENSG00000273819,ENPP7P7
32795,ENSG00000267080,ASB16-AS1
32796,ENSG00000137872,SEMA6D
32797,ENSG00000125901,MRPS26
32800,ENSG00000161664,ASB16
32802,ENSG00000270912,RPS28P1
32805,ENSG00000238121,LINC00426
32806,ENSG00000253650,SMARCE1P4
32807,ENSG00000249312,ARL2BPP4
32808,ENSG00000250571,GLI4
32812,ENSG00000125740,FOSB
32815,ENSG00000139648,KRT71
32817,ENSG00000260518,BMS1P8
32818,ENSG00000185614,INKA1
32819,ENSG00000198400,NTRK1
32820,ENSG00000270916,RPL12P50
32821,ENSG00000213708,SLC16A14P1
32822,ENSG00000234696,GPR50-AS1
32823,ENSG00000102195,GPR50
32828,ENSG00000221953,C1orf229
32829,ENSG00000226164,FGFR3P6
32831,ENSG00000138347,MYPN
32833,ENSG00000054654,SYNE2
32834,ENSG00000232665,PHBP10
32835,ENSG00000183506,PI4KAP2
32836,ENSG00000268629,TEX13A
32838,ENSG00000182179,UBA7
32840,ENSG00000101346,POFUT1
32841,ENSG00000229903,TSBP1-AS1
32842,ENSG00000160131,VMA21
32843,ENSG00000189108,IL1RAPL2
32844,ENSG00000213003,BTF3P12
32845,ENSG00000280529,TAF4
32846,ENSG00000140396,NCOA2
32847,ENSG00000239829,KRT8P25
32848,ENSG00000229871,RPSAP20
32849,ENSG00000240902,APOOP2
32850,ENSG00000169962,TAS1R3
32852,ENSG00000197417,SHPK
32853,ENSG00000240255,PSMC1P6
32854,ENSG00000224980,RPL23AP85
32856,ENSG00000107404,DVL1
32858,ENSG00000223733,RPL18AP14
32859,ENSG00000108306,FBXL20
32860,ENSG00000181819,KCTD9P2
32861,ENSG00000143126,CELSR2
32862,ENSG00000091039,OSBPL8
32863,ENSG00000162407,PLPP3
32865,ENSG00000196689,TRPV1
32866,ENSG00000196418,ZNF124
32867,ENSG00000223611,SUPT20HL2
32868,ENSG00000012061,ERCC1
32869,ENSG00000170954,ZNF415
32870,ENSG00000223731,SUPT20HL1
32871,ENSG00000276349,TBC1D3L
32873,ENSG00000143771,CNIH4
32874,ENSG00000225412,BTNL2
32876,ENSG00000179889,PDXDC1
32877,ENSG00000204624,DISP3
32878,ENSG00000078687,TNRC6C
32881,ENSG00000236776,RPL21P23
32883,ENSG00000223956,LINC01767
32885,ENSG00000067992,PDK3
32887,ENSG00000179097,HTR1F
32888,ENSG00000179855,GIPC3
32891,ENSG00000227586,RPS26P39
32898,ENSG00000196878,LAMB3
32899,ENSG00000083535,PIBF1
32900,ENSG00000227308,LINC02832
32901,ENSG00000166337,TAF10
32902,ENSG00000223903,RPL23P4
32903,ENSG00000226260,HLA-DRA
32904,ENSG00000170484,KRT74
32908,ENSG00000171848,RRM2
32910,ENSG00000162434,JAK1
32911,ENSG00000169495,HTRA4
32912,ENSG00000188092,GPR89B
32915,ENSG00000236826,LSM2
32916,ENSG00000206034,DEFB109B
32917,ENSG00000236125,USP17L4
32918,ENSG00000214124,SNRPEP9
32919,ENSG00000124882,EREG
32920,ENSG00000277044,OPRL1
32922,ENSG00000175105,ZNF654
32923,ENSG00000166340,TPP1
32924,ENSG00000231382,NBPF21P
32926,ENSG00000215374,FAM66B
32929,ENSG00000153132,CLGN
32930,ENSG00000239998,LILRA2
32932,ENSG00000047579,DTNBP1
32933,ENSG00000163673,DCLK3
32934,ENSG00000179021,C3orf38
32935,ENSG00000234164,HLA-DRB9
32938,ENSG00000230549,USP17L1
32939,ENSG00000175782,SLC35E3
32941,ENSG00000227404,KRT8P20
32942,ENSG00000235643,LINC01647
32943,ENSG00000130287,NCAN
32944,ENSG00000164556,FAM183BP
32945,ENSG00000263181,CYP2D7
32946,ENSG00000101405,OXT
32947,ENSG00000124253,PCK1
32948,ENSG00000241535,CBX5P1
32949,ENSG00000163320,CGGBP1
32950,ENSG00000167895,TMC8
32952,ENSG00000101200,AVP
32953,ENSG00000170949,ZNF160
32954,ENSG00000213891,RPL3P6
32956,ENSG00000027644,INSRR
32958,ENSG00000261580,ENPP7P13
32959,ENSG00000175470,PPP2R2D
32960,ENSG00000130449,ZSWIM6
32963,ENSG00000225039,LINC01058
32964,ENSG00000270467,IGHV3OR16-12
32965,ENSG00000125686,MED1
32966,ENSG00000136122,BORA
32968,ENSG00000057657,PRDM1
32970,ENSG00000171202,TMEM126A
32971,ENSG00000144644,GADL1
32973,ENSG00000271178,IGHV3OR16-13
32974,ENSG00000228909,LINC01803
32975,ENSG00000215182,MUC5AC
32977,ENSG00000277442,NCR1
32978,ENSG00000123689,G0S2
32979,ENSG00000006638,TBXA2R
32982,ENSG00000227591,HSD11B1-AS1
32983,ENSG00000183831,ANKRD45
32988,ENSG00000117594,HSD11B1
32989,ENSG00000170439,METTL7B
32990,ENSG00000277570,LILRP1
32992,ENSG00000235818,VN1R17P
32993,ENSG00000248208,WDR45P1
32998,ENSG00000275442,LILRP2
32999,ENSG00000276293,PIP4K2B
33000,ENSG00000148484,RSU1
33001,ENSG00000162753,SLC9C2
33002,ENSG00000135437,RDH5
33004,ENSG00000227826,HLA-DRB4
33006,ENSG00000109321,AREG
33008,ENSG00000159128,IFNGR2
33009,ENSG00000236136,ADORA2BP1
33010,ENSG00000160214,RRP1
33011,ENSG00000197937,ZNF347
33012,ENSG00000169490,TM2D2
33013,ENSG00000166049,PASD1
33014,ENSG00000123572,NRK
33015,ENSG00000236444,UBE2L5
33017,ENSG00000141524,TMC6
33018,ENSG00000225511,LINC00475
33020,ENSG00000183763,TRAIP
33023,ENSG00000138684,IL21
33024,ENSG00000135441,BLOC1S1
33025,ENSG00000179774,ATOH7
33027,ENSG00000232113,TEX50
33029,ENSG00000233590,LINC02640
33031,ENSG00000213854,CNN2P6
33032,ENSG00000277936,MRPL45
33034,ENSG00000230111,H3P11
33035,ENSG00000175595,ERCC4
33036,ENSG00000243050,RPL30P10
33037,ENSG00000235958,UBOX5-AS1
33039,ENSG00000187664,HAPLN4
33041,ENSG00000227339,THRAP3P1
33043,ENSG00000215371,DEFB108C
33045,ENSG00000105298,CACTIN
33046,ENSG00000185019,UBOX5
33049,ENSG00000215372,ZNF705G
33054,ENSG00000277484,KIR2DL3
33056,ENSG00000223529,EEF1A1P8
33059,ENSG00000213035,RPL23AP80
33065,ENSG00000224809,BEND3P2
33066,ENSG00000204899,MZT1
33067,ENSG00000227145,IL21-AS1
33069,ENSG00000213996,TM6SF2
33070,ENSG00000183250,LINC01547
33071,ENSG00000249785,LINC02103
33072,ENSG00000188895,MSL1
33073,ENSG00000177257,DEFB4B
33075,ENSG00000130032,PRRG3
33076,ENSG00000230131,LINC02641
33077,ENSG00000186090,HTR3D
33078,ENSG00000276717,PRSS47
33080,ENSG00000101057,MYBL2
33082,ENSG00000186687,LYRM7
33084,ENSG00000255128,HSPD1P3
33087,ENSG00000057663,ATG5
33089,ENSG00000104881,PPP1R13L
33090,ENSG00000125968,ID1
33091,ENSG00000105492,SIGLEC6
33092,ENSG00000215251,FASTKD5
33096,ENSG00000177243,DEFB103B
33097,ENSG00000214425,LRRC37A4P
33098,ENSG00000242307,RPS26P52
33099,ENSG00000225574,DRAXINP1
33102,ENSG00000142188,TMEM50B
33103,ENSG00000257704,INAFM1
33104,ENSG00000197617,VN1R5
33108,ENSG00000170209,ANKK1
33111,ENSG00000224957,LINC01266
33112,ENSG00000266504,RDM1P1
33115,ENSG00000174808,BTC
33116,ENSG00000260781,ARHGAP23P1
33118,ENSG00000177058,SLC38A9
33119,ENSG00000183304,FAM9A
33120,ENSG00000169567,HINT1
33121,ENSG00000168101,NUDT16L1
33123,ENSG00000136877,FPGS
33125,ENSG00000271620,IGHV3OR16-7
33127,ENSG00000270318,IGHV3OR16-11
33128,ENSG00000274851,KIR2DP1
33131,ENSG00000078369,GNB1
33133,ENSG00000226800,CACTIN-AS1
33134,ENSG00000274696,KIR3DL3
33138,ENSG00000238075,RPSAP32
33143,ENSG00000181355,OFCC1
33145,ENSG00000277339,NPBWR2
33146,ENSG00000250356,HSPE1P23
33147,ENSG00000178084,HTR3C
33150,ENSG00000197405,C5AR1
33151,ENSG00000262055,CYP2D8P
33152,ENSG00000139350,NEDD1
33153,ENSG00000259842,IGHV3OR16-16
33159,ENSG00000137504,CREBZF
33161,ENSG00000099341,PSMD8
33165,ENSG00000233576,HTR3C2P
33167,ENSG00000234102,KRT19P4
33169,ENSG00000257495,KRT73-AS1
33170,ENSG00000134830,C5AR2
33171,ENSG00000100532,CGRRF1
33172,ENSG00000111224,PARP11
33173,ENSG00000186049,KRT73
33174,ENSG00000123561,SERPINA7
33175,ENSG00000205301,MGAT4D
33176,ENSG00000224786,CETN4P
33178,ENSG00000157593,SLC35B2
33180,ENSG00000155980,KIF5A
33181,ENSG00000146143,PRIM2
33183,ENSG00000276340,ZNF623
33184,ENSG00000122872,ARL4AP1
33188,ENSG00000170486,KRT72
33189,ENSG00000251575,C5orf64-AS1
33192,ENSG00000269343,ZNF587B
33193,ENSG00000181004,BBS12
33194,ENSG00000149679,CABLES2
33195,ENSG00000164542,KIAA0895
33196,ENSG00000117877,CD3EAP
33201,ENSG00000186038,HTR3E
33203,ENSG00000169116,PARM1
33205,ENSG00000178722,C5orf64
33207,ENSG00000198466,ZNF587
33209,ENSG00000262024,TCF20
33210,ENSG00000079150,FKBP7
33211,ENSG00000103423,DNAJA3
33213,ENSG00000273559,CWC25
33218,ENSG00000267463,UBE2V2P2
33219,ENSG00000262609,BTF3P14
33220,ENSG00000179387,ELMOD2
33221,ENSG00000204282,TNRC6C-AS1
33224,ENSG00000229074,HLA-DRB1
33226,ENSG00000118976,OTUD4P1
33230,ENSG00000130701,RBBP8NL
33233,ENSG00000213235,EEF1A1P16
33234,ENSG00000141279,NPEPPS
33236,ENSG00000116096,SPR
33238,ENSG00000276469,GPR179
33239,ENSG00000083828,ZNF586
33240,ENSG00000124196,GTSF1L
33241,ENSG00000176171,BNIP3
33243,ENSG00000146232,NFKBIE
33245,ENSG00000205293,LINC01602
33249,ENSG00000262500,MAPK8IP1P1
33250,ENSG00000233277,LINC01728
33251,ENSG00000148337,CIZ1
33252,ENSG00000159723,AGRP
33254,ENSG00000178935,ZNF552
33255,ENSG00000116095,PLEKHA3
33256,ENSG00000274782,KIR2DL1
33258,ENSG00000170832,USP32
33261,ENSG00000242595,RPL26P26
33262,ENSG00000237412,PRSS56
33263,ENSG00000269304,FKBP1AP1
33264,ENSG00000183246,RIMBP3C
33265,ENSG00000068354,TBC1D25
33266,ENSG00000169122,FAM110B
33269,ENSG00000185651,UBE2L3
33271,ENSG00000173480,ZNF417
33272,ENSG00000107872,FBXL15
33276,ENSG00000154007,ASB17
33278,ENSG00000273688,KIR3DP1
33281,ENSG00000117385,P3H1
33283,ENSG00000168591,TMUB2
33284,ENSG00000205571,SMN2
33285,ENSG00000214027,ARPC3P5
33286,ENSG00000149295,DRD2
33289,ENSG00000232947,LINC02543
33290,ENSG00000167194,C16orf92
33291,ENSG00000204514,ZNF814
33293,ENSG00000011426,ANLN
33294,ENSG00000059915,PSD
33295,ENSG00000164871,SPAG11B
33301,ENSG00000169885,CALML6
33302,ENSG00000147155,EBP
33303,ENSG00000238020,HTR3E-AS1
33304,ENSG00000213578,CPLX3
33305,ENSG00000149926,TLCD3B
33306,ENSG00000274955,KIR2DL4
33307,ENSG00000205955,HSP90AA5P
33309,ENSG00000232232,HLA-N
33310,ENSG00000205730,ITPRIPL2
33312,ENSG00000140506,LMAN1L
33313,ENSG00000102104,RS1
33315,ENSG00000116539,ASH1L
33316,ENSG00000115504,EHBP1
33317,ENSG00000249840,GAPDHP76
33320,ENSG00000223560,UBQLN1P1
33321,ENSG00000198551,ZNF627
33323,ENSG00000172795,DCP2
33324,ENSG00000253716,MINCR
33325,ENSG00000087152,ATXN7L3
33326,ENSG00000103528,SYT17
33328,ENSG00000105137,SYDE1
33330,ENSG00000264070,DND1P1
33332,ENSG00000185900,POMK
33335,ENSG00000232489,MFAP1P1
33336,ENSG00000213411,RBM22P2
33337,ENSG00000008086,CDKL5
33338,ENSG00000102575,ACP5
33342,ENSG00000226891,LINC01359
33343,ENSG00000259786,LINC02109
33344,ENSG00000189403,HMGB1
33347,ENSG00000230178,OR4F3
33348,ENSG00000159461,AMFR
33350,ENSG00000152670,DDX4
33351,ENSG00000179071,CCDC89
33353,ENSG00000166908,PIP4K2C
33355,ENSG00000230067,HSPD1P6
33356,ENSG00000251035,WBP1LP4
33359,ENSG00000129810,SGO1
33360,ENSG00000183873,SCN5A
33361,ENSG00000233692,C4B-AS1
33362,ENSG00000105135,ILVBL
33363,ENSG00000280039,RN7SKP23
33366,ENSG00000241534,CFB
33367,ENSG00000168434,COG7
33368,ENSG00000154478,GPR26
33372,ENSG00000225719,NMNAT1P2
33374,ENSG00000162685,LSP1P3
33376,ENSG00000185031,SLC2A3P2
33380,ENSG00000279727,LINC02033
33385,ENSG00000237872,POU5F1P4
33386,ENSG00000162437,RAVER2
33388,ENSG00000141371,C17orf64
33390,ENSG00000235919,ASH1L-AS1
33392,ENSG00000160360,GPSM1
33393,ENSG00000039523,RIPOR1
33395,ENSG00000213070,HMGB3P6
33396,ENSG00000227773,ASH1L-IT1
33397,ENSG00000249226,SUCLG2P4
33399,ENSG00000242991,RPL7P40
33400,ENSG00000171444,MCC
33402,ENSG00000010818,HIVEP2
33404,ENSG00000165417,GTF2A1
33405,ENSG00000177023,DEFB104B
33407,ENSG00000007944,MYLIP
33408,ENSG00000276379,KIR3DL1
33409,ENSG00000111641,NOP2
33413,ENSG00000188599,NPIPP1
33414,ENSG00000152583,SPARCL1
33416,ENSG00000256896,PSMC1P8
33417,ENSG00000256756,TIMM17BP1
33419,ENSG00000236819,LINC01563
33420,ENSG00000251637,LINC02754
33421,ENSG00000271626,H3P42
33423,ENSG00000214563,GAPDHP15
33424,ENSG00000254856,NDUFA3P2
33427,ENSG00000224117,PTPN2P2
33428,ENSG00000218189,POM121L14P
33431,ENSG00000215190,LINC00680
33432,ENSG00000173334,TRIB1
33433,ENSG00000108312,UBTF
33435,ENSG00000148925,BTBD10
33436,ENSG00000243672,RPS3AP40
33437,ENSG00000238244,GABARAPL3
33438,ENSG00000236727,MICC
33440,ENSG00000185730,ZNF696
33441,ENSG00000256994,LINC02378
33443,ENSG00000085721,RRN3
33447,ENSG00000225382,LINC02569
33448,ENSG00000110075,PPP6R3
33450,ENSG00000159224,GIP
33451,ENSG00000196391,ZNF774
33452,ENSG00000179168,GGN
33453,ENSG00000228696,ARL17B
33455,ENSG00000197635,DPP4
33456,ENSG00000161179,YDJC
33457,ENSG00000131055,COX4I2
33461,ENSG00000153684,GOLGA8F
33463,ENSG00000122574,WIPF3
33464,ENSG00000157502,PWWP3B
33467,ENSG00000214561,RBBP4P4
33468,ENSG00000174684,B4GAT1
33469,ENSG00000239650,GUSBP4
33470,ENSG00000187082,DEFB106B
33471,ENSG00000216364,MRPL42P2
33473,ENSG00000138942,RNF185
33477,ENSG00000106070,GRB10
33479,ENSG00000178821,TMEM52
33481,ENSG00000249506,ZEB2P1
33482,ENSG00000187796,CARD9
33483,ENSG00000255554,OR7E1P
33486,ENSG00000189419,SPATA41
33490,ENSG00000159217,IGF2BP1
33498,ENSG00000147378,FATE1
33500,ENSG00000112936,C7
33501,ENSG00000245164,LINC00861
33503,ENSG00000255177,MUC5B-AS1
33504,ENSG00000213285,RPL23AP45
33505,ENSG00000117983,MUC5B
33506,ENSG00000260265,LINC02562
33507,ENSG00000162757,C1orf74
33508,ENSG00000174669,SLC29A2
33509,ENSG00000226416,MRPL23-AS1
33510,ENSG00000259430,CERS3-AS1
33511,ENSG00000111404,RERGL
33512,ENSG00000176681,LRRC37A
33514,ENSG00000214026,MRPL23
33515,ENSG00000242159,ABCF2P1
